PMID,factor_relevance,entity,category,source_sentence,explanation
40044393,Yes,Alzheimer's dementia,AD/ADRD,"The hazard ratios and 95% confidence intervals for the participants with 6-7 healthy lifestyle score were 0.50 (0.40, 0.62) for ACD, 0.80 (0.58, 1.10) for AD, and 0.30 (0.19, 0.48) for VaD, compared their counterpart with 0-1 score.",Alzheimer's dementia is a specific ADRD outcome analyzed in the study.
40042433,No,,,,
40026013,No,,,,
40015756,No,,,,
40015754,No,Alzheimer's disease,AD/ADRD,Physical inactivity is one of the most important modifiable risk factors for Alzheimer's disease in North America.,Study focus on Alzheimer's disease risk factors.
39961183,No,,,,
39893793,No,Alzheimer Disease,AD/ADRD,"Higher EL was associated with reduction in male, while a risk factor in female for Alzheimer Disease, Influenza and Pneumonia Mortality.",Mentioned as a mortality outcome in the study.
39746450,No,,,,
39679452,No,,,,
39667551,No,Alzheimer's Disease (AD),AD/ADRD,"Subjective Cognitive Impairment (SCI) is a self-perceived worsening of cognitive decline, carrying an increased risk of developing Mild Cognitive Impairment (MCI) and Alzheimer's Disease (AD).",Primary outcome of the study on cognitive decline.
39667551,No,Subjective Cognitive Impairment (SCI),AD/ADRD,"This study aims to assess the differences in resting state electroencephalography (EEG) (eyes-open, eyes-closed; EO, EC) between older adults with SCI and healthy controls (HCs) utilising frequency principal components analysis (fPCA), a novel data driven approach.",Condition studied as a precursor to ADRD.
38839099,No,,,,
40053723,No,,,,
39965199,No,,,,
39910599,No,Alzheimer's Disease and Related Dementias (ADRD),AD/ADRD,This study compared the knowledge and attitudes of medical and nursing students at a Nigerian university toward Alzheimer's Disease and Related Dementias (ADRD).,Directly refers to the study's focus on ADRD.
39904782,No,mild Alzheimer's disease,AD/ADRD,"Hypothalamic DBS was indicated in refractory headaches (n = 238, 57.8%), aggressive behavior (n = 100, 24.3%), mild Alzheimer's disease (n = 58, 14.1%), trigeminal neuralgia in multiple sclerosis (n = 5, 1.2%), Prader-Willi syndrome (n = 4, 0.97%), and atypical facial pain (n = 3, 0.73%).",Mild Alzheimer's disease is listed as a condition treated with hypothalamic DBS.
39863327,Yes,ultra-processed food,Food,"An interaction of ultra-processed food consumption with age was observed with regard to dementia and Alzheimer's disease (p for interaction = 0.02 and 0.007, respectively).",Study examines association between ultra-processed food and Alzheimer's disease risk.
39863327,Yes,Alzheimer's disease,AD/ADRD,"Each serving per day of ultra-processed food was associated with 13 % increased risk for Alzheimer's disease (HR = 1.13, 95 % CI:1.03-1.25).",Outcome variable linked to ultra-processed food consumption in the study.
39821948,No,,,,
39817562,No,Alzheimer's disease and related disorders (ADRD),AD/ADRD,The Virginia Memory Project (VMP) is a statewide epidemiological registry for Alzheimer's disease and related disorders (ADRD) and other neurodegenerative conditions.,Entity explicitly names ADRD as the focus of the registry.
39817562,No,dementia,AD/ADRD,"Future efforts will focus on increasing enrollment, especially among underrepresented groups, to enhance data-driven dementia policy and care in Virginia.","Dementia is a broader term encompassing ADRD, central to the study's purpose."
39814524,No,,,,
39809343,No,,,,
39801125,No,,,,
39801084,No,,,,
39791378,No,Alzheimer's disease-related plasma biomarkers,AD/ADRD,To examine the associations of CR with mild cognitive impairment (MCI) and cognitive function while considering Alzheimer's disease (AD)-related plasma biomarkers.,Directly references AD-related biomarkers in the study context.
39791378,No,mild cognitive impairment (MCI),AD/ADRD,"Controlling for AD-related plasma biomarkers, higher educational attainment was associated with better performance in all four examined cognitive domains (p < 0.001) and with lower likelihoods of MCI, amnestic MCI (aMCI), and non-aMCI (p < 0.05); late-life mental activity was significantly related to lower likelihoods of MCI and aMCI (p < 0.05).",MCI is a recognized precursor or subtype of ADRD.
39791248,Yes,Mediterranean diet,Food,"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Mediterranean diet is a specific dietary pattern linked to health outcomes.
39791248,Yes,dementia risk reduction,AD/ADRD,"Improvements over time were seen in knowledge of dementia risk reduction, Mediterranean diet adherence, social contact satisfaction, and motivation for physical activity.",Study focuses on reducing dementia risk through lifestyle factors.
39791216,No,,,,
39713874,No,Mild cognitive impairment (MCI),AD/ADRD,Shared and distinct risk factors for MCI and dementia were identified.,MCI is a precursor to dementia and central to ADRD progression.
39713874,No,Dementia,AD/ADRD,The common and distinct risk factors across cognitive decline stages emphasize the need for tailored interventions.,Dementia is the primary outcome in ADRD studies.
39713874,No,Amyloid β protein (Aβ40),AD/ADRD,"Correlations between key risk factors and circulating neurofilament light chain (NfL), glial fibrillary acidic protein (GFAP), amyloid β protein (Aβ40), and Aβ42/Aβ40 ratio suggest underlying mechanisms contributing to cognitive impairment.",Aβ40 is a biomarker linked to Alzheimer's pathology.
39711331,No,frontotemporal dementia,AD/ADRD,"Frontotemporal dementia, Lewy body dementia, and Black race were associated with a higher likelihood of exhibiting care-resistant behavior.",Specific dementia subtype linked to care-resistant behavior.
39711331,No,Lewy body dementia,AD/ADRD,"Frontotemporal dementia, Lewy body dementia, and Black race were associated with a higher likelihood of exhibiting care-resistant behavior.",Specific dementia subtype linked to care-resistant behavior.
39711331,No,higher education,Education_and_Literacy,"Female sex (aOR 0.85; 95% CI: 0.80, 0.91) and higher education (aOR 0.9, 95% CI: 0.84, 0.97) were associated with lower odds of care-resistant behavior.",Education level inversely associated with care-resistant behavior.
39641412,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,More than 2 million older Americans from underrepresented racial and ethnic minority groups (URGs) have early-stage Alzheimer's disease and related dementias (ADRD).,Mentions the target condition (ADRD) in the study context.
39612942,No,,,,
39608496,Yes,dietary folate intake,Food,We performed mutation analysis via whole exome and Sanger sequencing in 2431 cases and 1265 healthy controls and the food frequency-based dietary folate intake assessment.,Assessment of dietary folate via food frequency.
39608496,Yes,Alzheimer's,AD/ADRD,MTHFR rs1801133 variant demonstrated ≥4.49-fold increased risk for ... Alzheimer's ... (p < 0.0001).,MTHFR variant linked to Alzheimer's risk.
39607591,No,dementia,ADRD,Life satisfaction was associated with about 72% lower risk of all-cause of dementia,Primary outcome studied in the paper
39607591,No,Alzheimer's disease,ADRD,reduced risk ranging from about 60% to 90% for Alzheimer's disease and vascular dementia,Specific dementia subtype mentioned
39607591,No,mild cognitive impairment,ADRD,61% lower risk of incident mild cognitive impairment,Precursor condition to dementia
39299872,No,,,,
39237792,No,,,,
39214523,No,Alzheimer's Disease or related disorder,ADRD,The study used a representative sample of the New Zealand population ... and asked people if they were a primary caregiver of a person with Alzheimer's Disease or related disorder.,Condition studied in the context of caregiving impact.
39179761,No,unhealthy lifestyle factors,AD/ADRD,"Seven distinct causes of AD were identified, though participants demonstrated a general understanding of AD as a multifactorial disease. Genetics was found to be the most endorsed cause of AD, followed by unhealthy lifestyle factors.",Mentions lifestyle factors as a cause of AD but does not specify food-related aspects.
39060956,No,,,,
39869903,No,,,,
39865315,No,,,,
39847109,No,,,,
39844123,No,Alzheimer's disease (AD),AD/ADRD,"Mild cognitive impairment (MCI), a critical precursor to Alzheimer's disease (AD).",Mentioned as the outcome condition in the study context.
39844123,No,mild cognitive impairment (MCI),AD/ADRD,"Patient engagement in clinical trials has gained importance yet remains uncommon, particularly in patients with mild cognitive impairment (MCI), a critical precursor to Alzheimer's disease (AD).",Identified as a precursor to ADRD in the study focus.
39665593,No,,,,
39804889,No,,,,
39794733,Yes,food security,Food,"Data were collected during each survey cycle on self-reported domains of SDoH, which included eight subscales: employment, family income-to-poverty ratio, food security, education level, health insurance coverage, type of health insurance, home ownership, and marital status.",Food security is a documented Food factor linked to cognitive performance.
39794733,Yes,cognitive performance,AD/ADRD,The study found a negative association between the accumulation of unfavorable SDoH factors and cognitive performance.,Cognitive performance is a marker for ADRD risk and decline.
39773296,No,,,,
39761547,No,,,,
39965544,No,,,,
39878295,No,,,,
39814528,No,,,,
39814522,No,,,,
39800468,No,Alzheimer's disease,AD/ADRD,MCI is etiologically heterogeneous. The presence of Alzheimer's pathology defined by elevated plasma p-tau217 in individuals with MCI significantly worsens prognosis.,Mentions Alzheimer's disease as a key pathology in MCI progression.
39800468,No,Dementia,AD/ADRD,"Longitudinally, older age (OR=1.14 [1.06-1.22], p<.001), higher levels of p-tau217 (OR=10.37 [3.00-35.02], p<.001) and higher neuropsychiatric symptoms (OR=1.19 [1.02-1.39], p=.023) were associated with higher odds of progression to dementia.",Links p-tau217 and neuropsychiatric symptoms to dementia progression.
39800468,No,Mild cognitive impairment (MCI),AD/ADRD,MCI is a clinical diagnosis representing early symptom changes with preserved functional independence.,Defines MCI as a precursor to dementia.
39800460,Yes,diet,Food,"A brain-healthy lifestyle was operationalized via two well-validated modifiable dementia risk scores, the LIfestyle for BRAin health (LIBRA) score and the modifiable part of the Australian National University Alzheimer's Disease Risk Index (ANU-ADRI<sub>mod</sub>).",Diet is a component of brain-healthy lifestyle linked to lower dementia risk.
